bias,mae,rmse,win_pct,vegas_win_pct,delta_pct,wins_vs_vegas,vegas_wins,ties
-8.0,12.8559,15.8336,33.21,66.79,-33.58,361,726,0
-7.9,12.8054,15.7833,33.49,66.51,-33.02,364,723,0
-7.8,12.7555,15.7334,33.67,66.33,-32.66,366,721,0
-7.7,12.7059,15.6841,33.85,66.15,-32.3,368,719,0
-7.6,12.6566,15.6353,34.13,65.87,-31.74,371,716,0
-7.5,12.6076,15.5869,34.13,65.87,-31.74,371,716,0
-7.4,12.5596,15.539,34.04,65.96,-31.92,370,717,0
-7.3,12.512,15.4917,34.22,65.78,-31.56,372,715,0
-7.2,12.4655,15.4448,34.5,65.5,-31.0,375,712,0
-7.1,12.4201,15.3984,34.41,65.59,-31.18,374,713,0
-7.0,12.375,15.3526,34.5,65.5,-31.0,375,712,0
-6.9,12.3306,15.3072,34.59,65.41,-30.82,376,711,0
-6.8,12.2867,15.2624,34.77,65.23,-30.46,378,709,0
-6.7,12.2434,15.2181,35.05,64.95,-29.9,381,706,0
-6.6,12.2005,15.1744,35.42,64.58,-29.16,385,702,0
-6.5,12.158,15.1311,35.6,64.4,-28.8,387,700,0
-6.4,12.1157,15.0884,35.69,64.31,-28.62,388,699,0
-6.3,12.0735,15.0463,35.97,64.03,-28.06,391,696,0
-6.2,12.0314,15.0047,36.25,63.75,-27.5,394,693,0
-6.1,11.99,14.9637,36.34,63.66,-27.32,395,692,0
-6.0,11.9491,14.9232,36.43,63.57,-27.14,396,691,0
-5.9,11.9093,14.8832,36.61,63.39,-26.78,398,689,0
-5.8,11.8701,14.8439,36.8,63.2,-26.4,400,687,0
-5.7,11.8313,14.8051,37.17,62.83,-25.66,404,683,0
-5.6,11.7932,14.7669,37.17,62.83,-25.66,404,683,0
-5.5,11.7558,14.7293,37.07,62.93,-25.86,403,684,0
-5.4,11.7185,14.6922,37.17,62.83,-25.66,404,683,0
-5.3,11.6813,14.6557,37.17,62.83,-25.66,404,683,0
-5.2,11.6447,14.6199,37.35,62.65,-25.3,406,681,0
-5.1,11.6084,14.5846,38.09,61.91,-23.82,414,673,0
-5.0,11.5723,14.5499,37.81,62.19,-24.38,411,676,0
-4.9,11.5367,14.5159,37.9,62.1,-24.2,412,675,0
-4.8,11.5016,14.4824,37.99,62.01,-24.02,413,674,0
-4.7,11.4674,14.4496,37.81,62.19,-24.38,411,676,0
-4.6,11.4338,14.4174,37.72,62.28,-24.56,410,677,0
-4.5,11.4006,14.3858,37.63,62.37,-24.74,409,678,0
-4.4,11.3681,14.3548,37.81,62.19,-24.38,411,676,0
-4.3,11.3362,14.3245,38.18,61.82,-23.64,415,672,0
-4.2,11.3047,14.2948,38.18,61.82,-23.64,415,672,0
-4.1,11.2738,14.2657,38.36,61.64,-23.28,417,670,0
-4.0,11.2432,14.2373,38.55,61.45,-22.9,419,668,0
-3.9,11.2128,14.2095,38.91,61.09,-22.18,423,664,0
-3.8,11.1832,14.1824,39.19,60.81,-21.62,426,661,0
-3.7,11.1542,14.1559,39.19,60.81,-21.62,426,661,0
-3.6,11.1258,14.1301,39.37,60.63,-21.26,428,659,0
-3.5,11.0977,14.105,39.47,60.53,-21.06,429,658,0
-3.4,11.0701,14.0805,39.74,60.26,-20.52,432,655,0
-3.3,11.0433,14.0567,40.57,59.43,-18.86,441,646,0
-3.2,11.017,14.0336,40.75,59.25,-18.5,443,644,0
-3.1,10.9912,14.0111,41.21,58.79,-17.58,448,639,0
-3.0,10.9657,13.9893,41.4,58.6,-17.2,450,637,0
-2.9,10.9405,13.9682,41.86,58.14,-16.28,455,632,0
-2.8,10.9156,13.9478,41.21,58.79,-17.58,448,639,0
-2.7,10.8916,13.9281,41.67,58.33,-16.66,453,634,0
-2.6,10.8686,13.909,41.95,58.05,-16.1,456,631,0
-2.5,10.8466,13.8907,41.86,58.14,-16.28,455,632,0
-2.4,10.825,13.873,41.95,58.05,-16.1,456,631,0
-2.3,10.804,13.8561,42.04,57.96,-15.92,457,630,0
-2.2,10.7836,13.8398,42.13,57.87,-15.74,458,629,0
-2.1,10.7639,13.8243,42.04,57.96,-15.92,457,630,0
-2.0,10.7449,13.8094,41.77,58.23,-16.46,454,633,0
-1.9,10.7263,13.7953,41.67,58.33,-16.66,453,634,0
-1.8,10.7087,13.7819,41.49,58.51,-17.02,451,636,0
-1.7,10.6922,13.7692,42.13,57.87,-15.74,458,629,0
-1.6,10.6768,13.7572,42.5,57.5,-15.0,462,625,0
-1.5,10.6623,13.7459,42.23,57.77,-15.54,459,628,0
-1.4,10.6485,13.7354,42.69,57.31,-14.62,464,623,0
-1.3,10.6356,13.7255,42.69,57.31,-14.62,464,623,0
-1.2,10.6229,13.7164,42.69,57.31,-14.62,464,623,0
-1.1,10.6111,13.708,42.87,57.13,-14.26,466,621,0
-1.0,10.6003,13.7004,43.33,56.67,-13.34,471,616,0
-0.9,10.5896,13.6934,43.33,56.67,-13.34,471,616,0
-0.8,10.58,13.6872,43.05,56.95,-13.9,468,619,0
-0.7,10.5713,13.6818,43.42,56.58,-13.16,472,615,0
-0.6,10.5635,13.677,43.42,56.58,-13.16,472,615,0
-0.5,10.5564,13.673,43.24,56.76,-13.52,470,617,0
-0.4,10.5502,13.6697,43.15,56.85,-13.7,469,618,0
-0.3,10.5446,13.6671,42.78,57.22,-14.44,465,622,0
-0.2,10.5395,13.6653,42.5,57.5,-15.0,462,625,0
-0.1,10.5353,13.6642,41.86,58.14,-16.28,455,632,0
0.0,10.5313,13.6638,42.32,57.68,-15.36,460,627,0
0.1,10.5277,13.6642,42.41,57.59,-15.18,461,626,0
0.2,10.5245,13.6653,42.5,57.5,-15.0,462,625,0
0.3,10.5222,13.6671,42.5,57.5,-15.0,462,625,0
0.4,10.5209,13.6697,42.59,57.41,-14.82,463,624,0
0.5,10.5201,13.673,42.69,57.31,-14.62,464,623,0
0.6,10.5197,13.677,42.96,57.04,-14.08,467,620,0
0.7,10.5202,13.6817,42.23,57.77,-15.54,459,628,0
0.8,10.5215,13.6872,42.41,57.59,-15.18,461,626,0
0.9,10.5232,13.6934,42.23,57.77,-15.54,459,628,0
1.0,10.5254,13.7004,42.87,57.13,-14.26,466,621,0
1.1,10.5278,13.708,42.96,57.04,-14.08,467,620,0
1.2,10.5305,13.7164,43.24,56.76,-13.52,470,617,0
1.3,10.5337,13.7255,43.05,56.95,-13.9,468,619,0
1.4,10.5374,13.7354,42.96,57.04,-14.08,467,620,0
1.5,10.5417,13.7459,43.15,56.85,-13.7,469,618,0
1.6,10.5477,13.7572,43.42,56.58,-13.16,472,615,0
1.7,10.5541,13.7692,43.51,56.49,-12.98,473,614,0
1.8,10.561,13.7819,43.24,56.76,-13.52,470,617,0
1.9,10.5686,13.7953,43.51,56.49,-12.98,473,614,0
2.0,10.5775,13.8094,43.7,56.3,-12.6,475,612,0
2.1,10.5869,13.8243,43.88,56.12,-12.24,477,610,0
2.2,10.5969,13.8398,44.62,55.38,-10.76,485,602,0
2.3,10.6083,13.856,44.71,55.29,-10.58,486,601,0
2.4,10.62,13.873,44.43,55.57,-11.14,483,604,0
2.5,10.6317,13.8906,44.62,55.38,-10.76,485,602,0
2.6,10.6438,13.909,44.53,55.47,-10.94,484,603,0
2.7,10.6568,13.928,44.53,55.47,-10.94,484,603,0
2.8,10.6703,13.9478,44.62,55.38,-10.76,485,602,0
2.9,10.6843,13.9682,44.34,55.66,-11.32,482,605,0
3.0,10.6992,13.9893,43.97,56.03,-12.06,478,609,0
3.1,10.7151,14.0111,44.25,55.75,-11.5,481,606,0
3.2,10.7317,14.0335,43.97,56.03,-12.06,478,609,0
3.3,10.7492,14.0567,44.07,55.93,-11.86,479,608,0
3.4,10.7672,14.0805,43.51,56.49,-12.98,473,614,0
3.5,10.7855,14.105,43.7,56.3,-12.6,475,612,0
3.6,10.8042,14.1301,43.33,56.67,-13.34,471,616,0
3.7,10.8234,14.1559,43.05,56.95,-13.9,468,619,0
3.8,10.8435,14.1824,43.24,56.76,-13.52,470,617,0
3.9,10.8642,14.2095,43.24,56.76,-13.52,470,617,0
4.0,10.8857,14.2373,43.24,56.76,-13.52,470,617,0
4.1,10.9073,14.2657,42.96,57.04,-14.08,467,620,0
4.2,10.9301,14.2947,43.15,56.85,-13.7,469,618,0
4.3,10.954,14.3244,43.15,56.85,-13.7,469,618,0
4.4,10.9786,14.3548,43.05,56.95,-13.9,468,619,0
4.5,11.0039,14.3857,42.78,57.22,-14.44,465,622,0
4.6,11.03,14.4173,42.5,57.5,-15.0,462,625,0
4.7,11.0573,14.4496,42.13,57.87,-15.74,458,629,0
4.8,11.0854,14.4824,41.49,58.51,-17.02,451,636,0
4.9,11.1142,14.5158,41.58,58.42,-16.84,452,635,0
5.0,11.1434,14.5499,41.4,58.6,-17.2,450,637,0
5.1,11.1735,14.5846,41.21,58.79,-17.58,448,639,0
5.2,11.2046,14.6198,40.75,59.25,-18.5,443,644,0
5.3,11.2368,14.6557,40.66,59.34,-18.68,442,645,0
5.4,11.2696,14.6922,40.39,59.61,-19.22,439,648,0
5.5,11.3031,14.7292,40.57,59.43,-18.86,441,646,0
5.6,11.3379,14.7668,40.39,59.61,-19.22,439,648,0
5.7,11.3732,14.805,40.2,59.8,-19.6,437,650,0
5.8,11.4091,14.8438,40.29,59.71,-19.42,438,649,0
5.9,11.4454,14.8832,40.02,59.98,-19.96,435,652,0
6.0,11.4821,14.9231,39.93,60.07,-20.14,434,653,0
6.1,11.5199,14.9636,39.56,60.44,-20.88,430,657,0
6.2,11.5586,15.0046,39.65,60.35,-20.7,431,656,0
6.3,11.5985,15.0462,39.47,60.53,-21.06,429,658,0
6.4,11.6387,15.0884,39.19,60.81,-21.62,426,661,0
6.5,11.6796,15.1311,39.1,60.9,-21.8,425,662,0
6.6,11.7211,15.1743,39.1,60.9,-21.8,425,662,0
6.7,11.7632,15.2181,38.82,61.18,-22.36,422,665,0
6.8,11.8055,15.2624,38.36,61.64,-23.28,417,670,0
6.9,11.8481,15.3072,37.99,62.01,-24.02,413,674,0
7.0,11.8909,15.3525,37.44,62.56,-25.12,407,680,0
7.1,11.9343,15.3984,37.07,62.93,-25.86,403,684,0
7.2,11.9788,15.4447,36.98,63.02,-26.04,402,685,0
7.3,12.0239,15.4916,36.89,63.11,-26.22,401,686,0
7.4,12.0693,15.539,37.17,62.83,-25.66,404,683,0
7.5,12.115,15.5868,36.89,63.11,-26.22,401,686,0
7.6,12.1612,15.6352,36.71,63.29,-26.58,399,688,0
7.7,12.2081,15.684,36.71,63.29,-26.58,399,688,0
7.8,12.2551,15.7334,36.71,63.29,-26.58,399,688,0
7.9,12.3022,15.7832,36.52,63.48,-26.96,397,690,0
8.0,12.35,15.8335,36.43,63.57,-27.14,396,691,0
